issue_id,issue_type,priority,description_length,num_comments,time_to_resolve_hours,time_in_progress_hours,lines_added,lines_deleted,lines_updated_est,total_files_changed,num_commits
CALCITE-3561,Improvement,Major,1345,2,22.565833333333334,,127,1,1,3,1
CALCITE-3560,Improvement,Major,534,3,42.34166666666667,,141,28,28,6,1
CALCITE-3559,Task,Major,0,2,263.5883333333333,,670,4794,670,2005,5
CALCITE-3552,Sub-task,Major,0,5,325.2536111111111,190.68601527777778,249,2,2,13,2
CALCITE-3550,Improvement,Major,775,5,87.27388888888889,,726,477,477,12,1
CALCITE-3548,Bug,Major,277,2,107.40666666666667,,1278,1278,1278,16,1
CALCITE-3547,Bug,Minor,2169,2,163.0236111111111,,36,11,11,2,1
CALCITE-3546,Improvement,Minor,490,3,159.9886111111111,159.98757361111112,135,28,28,1,1
CALCITE-3544,Improvement,Major,522,5,47.63111111111111,,15,5,5,2,1
CALCITE-3542,New Feature,Major,331,2,184.82583333333332,184.821355,240,92,92,6,1
CALCITE-3540,Test,Major,351,4,260.18333333333334,,29,10,10,2,1
CALCITE-3539,Bug,Blocker,863,3,31.59777777777778,31.55723972222222,76,17,17,3,1
CALCITE-3536,Bug,Major,3730,5,198.7277777777778,,62,2,2,2,1
CALCITE-3535,Task,Minor,622,13,402.9686111111111,379.1890511111111,164,174,164,13,1
CALCITE-3534,Improvement,Major,164,6,308.91,,168,94,94,8,1
CALCITE-3531,Improvement,Major,1111,18,1125.21,,62,17,17,8,2
CALCITE-3527,Sub-task,Minor,31,3,19.960277777777776,,166,22,22,4,1
CALCITE-3526,Bug,Major,1596,7,1113.0769444444445,,2106,833,833,28,1
CALCITE-3525,Improvement,Major,919,5,810.4455555555555,268.9088458333333,73,102,73,13,2
CALCITE-3524,Improvement,Minor,252,9,16672.121944444443,25.52563027777778,429,2,2,3,1
CALCITE-3523,Sub-task,Minor,68,2,5.368055555555555,,193,72,72,5,1
CALCITE-3522,Bug,Minor,398,17,43049.95611111111,3743.1912855555556,81,63,63,4,1
CALCITE-3521,Bug,Major,272,3,187.01527777777778,,5,2,2,1,1
CALCITE-3520,Bug,Major,298,2,549.9472222222222,,88,2,2,2,1
CALCITE-3519,Bug,Major,1244,4,5.308055555555556,,244,127,127,5,1
CALCITE-3516,Task,Minor,232,2,13.966944444444444,,11,7,7,5,1
CALCITE-3512,Bug,Major,1258,4,214.35972222222222,214.15820055555557,460,305,305,17,1
CALCITE-3510,New Feature,Major,4674,6,1213.7713888888889,,2122,1,1,28,1
CALCITE-3503,Bug,Blocker,847,14,10.991666666666667,,4,0,0,1,1
CALCITE-3502,Improvement,Major,101,2,0.4702777777777778,,1,2,1,2,1
CALCITE-3498,Bug,Major,2740,2,44.54083333333333,44.31614,41,4,4,2,1
CALCITE-3496,Wish,Minor,117,6,562.2716666666666,,38,0,0,3,1
CALCITE-3494,Improvement,Minor,4116,2,61.918055555555554,,74,5,5,3,1
CALCITE-3492,Improvement,Major,703,7,188.08805555555554,,1,1,1,1,1
CALCITE-3491,Improvement,Major,377,7,96.59416666666667,,2,65,2,1,1
CALCITE-3487,Bug,Major,205,3,5.898611111111111,,16,7,7,4,1
CALCITE-3486,Bug,Major,340,2,205.04555555555555,,109,2,2,3,1
CALCITE-3482,Bug,Minor,1009,2,18.613888888888887,18.030471111111112,42,0,0,2,1
CALCITE-3481,Improvement,Minor,5195,2,814.8847222222222,,98,4,4,4,1
CALCITE-3479,Bug,Major,1410,13,36.55166666666667,,47,33,33,2,1
CALCITE-3478,Improvement,Major,2503,4,4811.211944444444,,2956,2814,2814,4,1
CALCITE-3476,Bug,Major,6291,5,160.5313888888889,,25,0,0,2,1
CALCITE-3475,Bug,Major,679,6,7.699722222222222,2.779570833333333,34,10,10,2,1
CALCITE-3474,Bug,Major,1389,2,130.50333333333333,,9,5,5,2,1
CALCITE-3473,Improvement,Major,201,6,709.9477777777778,,166,36,36,10,1
CALCITE-3469,Bug,Minor,820,8,203.6797222222222,,1,1,1,1,1
CALCITE-3466,Bug,Major,1238,11,1790.0858333333333,,85,22,22,4,2
CALCITE-3465,Improvement,Major,1195,3,2360.0094444444444,268.4858561111111,693,138,138,10,1
CALCITE-3462,Improvement,Trivial,267,5,1028.106388888889,1028.0845980555555,133,0,0,3,1
CALCITE-3458,Improvement,Major,337,8,148.2277777777778,,35,33,33,8,1
CALCITE-3457,Bug,Major,1266,28,129.31583333333333,,335,188,188,5,2
CALCITE-3456,Bug,Major,548,11,228.85972222222222,,45,10,10,3,1
CALCITE-3454,Wish,Minor,53,10,39.66277777777778,,259,8,8,22,2
CALCITE-3451,Wish,Minor,38,2,35.77361111111111,,16,0,0,2,1
CALCITE-3449,Bug,Major,1780,7,160.86694444444444,,17,12,12,1,1
CALCITE-3448,Improvement,Major,514,2,437.62,,33,12,12,3,1
CALCITE-3447,Bug,Minor,472,12,4274.659166666666,,37,2,2,2,1
CALCITE-3446,Improvement,Major,236,2,120.49861111111112,120.34640805555556,391,175,175,6,1
CALCITE-3445,Bug,Major,265,2,52.534444444444446,,32,0,0,1,1
CALCITE-3444,Bug,Major,1120,3,53.782222222222224,53.67511388888889,11,5,5,3,1
CALCITE-3442,Improvement,Major,491,4,115.14138888888888,,19,9,9,3,1
CALCITE-3441,Improvement,Minor,113,2,1.073611111111111,,10,26,10,2,1
CALCITE-3440,Bug,Major,948,5,30.74416666666667,27.19990138888889,75,2,2,2,1
CALCITE-3439,Improvement,Major,148,2,113.58888888888889,,134,0,0,2,1
CALCITE-3437,Improvement,Major,563,4,411.30805555555554,,318,2,2,5,1
CALCITE-3436,Bug,Minor,821,3,77.83611111111111,,123,16,16,3,1
CALCITE-3435,Bug,Minor,189,11,426.16083333333336,,92,39,39,4,1
CALCITE-3434,Improvement,Minor,562,2,311.34444444444443,,13,6,6,2,1
CALCITE-3433,Bug,Major,508,12,264.74083333333334,94.39423861111112,32,0,0,2,1
CALCITE-3429,Bug,Major,4198,2,1165.3661111111112,,103,11,11,10,1
CALCITE-3428,Improvement,Major,614,11,131.5847222222222,,307,74,74,5,1
CALCITE-3424,Bug,Major,5721,6,139.1238888888889,139.0823736111111,39,3,3,3,1
CALCITE-3423,New Feature,Major,9204,6,494.4111111111111,,76,35,35,5,1
CALCITE-3421,Wish,Minor,98,2,35.568888888888885,,67,67,67,5,1
CALCITE-3420,Improvement,Major,151,2,15.368333333333334,,24,5,5,3,1
CALCITE-3416,Improvement,Minor,1041,11,179.10194444444446,43.031714722222226,175,145,145,32,1
CALCITE-3414,Bug,Major,1582,11,186.8647222222222,186.86044833333332,99,59,59,11,1
CALCITE-3412,Bug,Major,368,19,3549.8783333333336,3020.9726233333336,115,13,13,4,1
CALCITE-3411,Bug,Major,889,2,14.039166666666667,,18,3,3,2,1
CALCITE-3410,Improvement,Major,0,2,12.921666666666667,,777,1071,777,3,1
CALCITE-3409,Improvement,Major,804,20,17070.20888888889,,210,10,10,3,1
CALCITE-3408,Improvement,Major,2976,4,584.6772222222222,,576,95,95,16,1
CALCITE-3407,Improvement,Major,2394,5,73.4036111111111,,203,4,4,6,1
CALCITE-3405,Bug,Major,334,2,621.8405555555555,,75,32,32,2,1
CALCITE-3404,Improvement,Major,922,5,46.25083333333333,46.247950555555555,193,43,43,3,1
CALCITE-3403,Improvement,Major,188,5,95.81583333333333,12.881747777777779,11,11,11,7,1
CALCITE-3400,Improvement,Major,3959,2,596.5563888888889,,212,17,17,3,1
CALCITE-3399,Bug,Major,713,9,7900.414722222222,,186,1,1,3,1
CALCITE-3397,Bug,Major,1557,2,18.595,,62,0,0,3,1
CALCITE-3396,Bug,Major,310,2,35.45388888888889,,16,2,2,2,1
CALCITE-3393,Improvement,Minor,937,4,306.2158333333333,306.2143172222222,284,239,239,4,1
CALCITE-3392,Sub-task,Major,121,2,16.646944444444443,16.621747499999998,274,29,29,8,1
CALCITE-3391,Bug,Major,297,3,15.210833333333333,15.208107222222223,49,49,49,18,1
CALCITE-3390,Bug,Major,1134,5,494.4866666666667,439.83927277777775,86,10,10,11,1
CALCITE-3389,Bug,Minor,584,2,45.33138888888889,,1,1,1,1,1
CALCITE-3387,Bug,Major,501,10,1901.161388888889,,257,2,2,5,1
CALCITE-3386,Bug,Major,1003,11,69.01861111111111,,4,10,4,3,1
CALCITE-3383,Bug,Major,235,2,241.23,20.423548888888888,269,60,60,14,1
CALCITE-3382,Sub-task,Major,199,9,273.7761111111111,,741,48,48,31,3
CALCITE-3381,Improvement,Minor,406,12,1619.3327777777777,,160,1,1,6,3
CALCITE-3379,Improvement,Major,1470,14,289.44694444444445,289.4327783333333,90,14,14,6,1
CALCITE-3376,Bug,Major,2507,14,794.0461111111111,,53,0,0,1,1
CALCITE-3374,Bug,Minor,286,1,47.17138888888889,,9,1,1,2,1
CALCITE-3370,Task,Minor,331,2,6.75,,89,15,15,3,1
CALCITE-3365,Improvement,Major,663,5,96.8313888888889,,111,22,22,4,1
CALCITE-3364,Bug,Major,4508,9,2687.5016666666666,5.49152,41,9,9,3,1
CALCITE-3363,Bug,Major,121,5,159.86555555555555,,162,1,1,3,1
CALCITE-3362,Test,Minor,282,3,835.9088888888889,,65,8,8,1,1
CALCITE-3361,Bug,Major,183,3,392.1352777777778,,2279,44,44,10,1
CALCITE-3360,Bug,Major,0,4,37.964166666666664,24.295526111111112,56,12,12,3,1
CALCITE-3357,Bug,Minor,661,2,68.79638888888888,,3,3,3,2,1
CALCITE-3355,Bug,Major,402,8,1852.1425,,31,5,5,2,1
CALCITE-3353,Bug,Major,2381,10,1771.2655555555555,1771.2630025,132,96,96,5,2
CALCITE-3349,Improvement,Minor,79,17,420.12555555555554,,87,1,1,6,1
CALCITE-3348,Bug,Major,2612,2,117.77888888888889,,92,3,3,4,1
CALCITE-3347,Bug,Major,4148,9,456.53027777777777,,17,1,1,2,1
CALCITE-3346,Test,Minor,151,2,466.6988888888889,,309,171,171,2,1
CALCITE-3344,Bug,Major,286,5,160.77666666666667,160.71443194444444,123,1,1,7,1
CALCITE-3335,Improvement,Major,537,4,55.97222222222222,,39,18,18,1,1
CALCITE-3334,Improvement,Major,599,16,1168.37,,1084,617,617,8,1
CALCITE-3331,Improvement,Minor,1163,4,65.71777777777778,,130,109,109,10,1
CALCITE-3330,Bug,Major,234,3,757.6836111111111,,132,136,132,8,3
CALCITE-3329,New Feature,Major,322,22,37565.91166666667,,1204,229,229,28,1
CALCITE-3328,Bug,Major,850,9,2905.958888888889,,819,0,0,2,1
CALCITE-3327,Bug,Major,661,2,406.9213888888889,406.9176719444444,8813,9528,8813,16,1
CALCITE-3324,Bug,Major,655,3,5343.0327777777775,,2,2,2,1,1
CALCITE-3323,New Feature,Major,682,4,489.7708333333333,,92,11,11,8,1
CALCITE-3322,Test,Minor,518,2,57.92777777777778,,2,2,2,1,1
CALCITE-3321,Bug,Major,231,2,50.31861111111111,,10,1,1,2,1
CALCITE-3319,Bug,Major,2178,4,219.22805555555556,,33,8,8,3,1
CALCITE-3318,Bug,Major,602,5,1080.0869444444445,,69,16,16,5,1
CALCITE-3317,Bug,Major,3272,2,226.6147222222222,,106,1,1,5,1
CALCITE-3316,Bug,Major,6767,2,268.0519444444444,,56,55,55,3,1
CALCITE-3315,Bug,Blocker,92,5,65.63138888888889,,471,448,448,3,1
CALCITE-3314,Bug,Blocker,2693,3,69.7936111111111,,27,0,0,3,1
CALCITE-3311,Sub-task,Major,0,2,16.9475,,59,1,1,2,1
CALCITE-3310,Bug,Major,401,4,22.989722222222223,,55,1,1,3,1
CALCITE-3309,Improvement,Trivial,429,2,49.2325,49.231233055555556,52,116,52,4,1
CALCITE-3307,Bug,Major,3310,8,19.4125,4.856342777777778,4,0,0,1,1
CALCITE-3303,Task,Major,0,2,323.44416666666666,,358,9,9,4,1
CALCITE-3302,Improvement,Major,501,2,492.84805555555556,491.5847502777778,439,62,62,13,1
CALCITE-3300,Bug,Major,7251,13,1345.1763888888888,0.005020277777777778,15,0,0,2,1
CALCITE-3297,Bug,Major,250,4,73.76694444444445,40.276021944444445,14,67,14,4,1
CALCITE-3296,Bug,Major,435,4,26.208333333333332,,55,2,2,3,1
CALCITE-3295,Bug,Major,1464,2,32.20333333333333,,90,4,4,3,1
CALCITE-3292,Bug,Major,1603,3,118.41277777777778,,41,0,0,3,1
CALCITE-3288,Improvement,Critical,0,4,719.6466666666666,,108,4,4,2,1
CALCITE-3287,Bug,Minor,781,4,689.1547222222222,,3,0,0,1,1
CALCITE-3286,Bug,Major,827,3,687.9019444444444,,218,56,56,7,1
CALCITE-3285,Improvement,Major,130,24,5033.761388888889,472.34844694444445,321,170,170,24,3
CALCITE-3284,Improvement,Major,177,7,175.60055555555556,,705,22,22,8,1
CALCITE-3283,Bug,Major,5373,6,101.60388888888889,,12,0,0,1,1
CALCITE-3282,Bug,Minor,328,18,599.5038888888889,,32,0,0,3,1
CALCITE-3281,Bug,Major,2736,4,2520.9088888888887,,154,96,96,2,1
CALCITE-3280,Improvement,Minor,312,7,128.3325,,283,2,2,11,1
CALCITE-3267,Sub-task,Major,112,2,22.16888888888889,22.157927222222224,132,112,112,17,1
CALCITE-3263,Improvement,Minor,1014,5,91.64583333333333,,123,10,10,7,1
CALCITE-3262,Improvement,Minor,993,2,61.4325,,11,11,11,1,1
CALCITE-3260,New Feature,Minor,305,8,238.61194444444445,,25,5,5,4,1
CALCITE-3259,Improvement,Minor,551,2,91.39416666666666,,198,162,162,8,2
CALCITE-3258,Bug,Major,47,4,116.13444444444444,,4,3,3,1,1
CALCITE-3257,Bug,Major,5284,11,130.60972222222222,,1,0,0,1,1
CALCITE-3254,Bug,Major,7984,4,1915.0144444444445,,120,5,5,2,1
CALCITE-3252,Bug,Major,700,3,167.07555555555555,,108,4,4,6,1
CALCITE-3251,Bug,Minor,0,2,154.54055555555556,,309,6,6,2,1
CALCITE-3250,Sub-task,Major,325,6,27.964166666666667,27.9571075,347,119,119,12,1
CALCITE-3249,Improvement,Minor,746,2,61.00111111111111,,28,0,0,2,1
CALCITE-3247,Bug,Minor,584,4,985.7155555555555,,48,0,0,2,1
CALCITE-3246,Bug,Major,3699,14,2756.3088888888888,,28,7,7,3,1
CALCITE-3245,Bug,Major,10881,6,2407.4636111111113,,22,6,6,2,1
CALCITE-3239,Bug,Major,310,2,1046.9522222222222,,77,5,5,2,1
CALCITE-3238,Sub-task,Major,735,7,118.76027777777777,118.75726138888889,978,493,493,22,1
CALCITE-3237,Bug,Major,7977,7,31.515833333333333,7.051651388888889,13,34,13,2,1
CALCITE-3236,Bug,Major,295,7,148.19833333333332,147.99742361111112,15,2,2,3,1
CALCITE-3235,Improvement,Minor,183,6,333.56333333333333,,76,2,2,5,1
CALCITE-3234,Bug,Major,280,6,49.155833333333334,,18,14,14,1,1
CALCITE-3233,Sub-task,Major,558,4,54.21611111111111,8.065461944444445,474,46,46,11,1
CALCITE-3231,Sub-task,Major,245,4,17.47222222222222,,36,9,9,4,1
CALCITE-3229,Bug,Major,1231,5,238.51416666666665,,66,3,3,3,1
CALCITE-3228,Bug,Critical,1260,6,458.18944444444446,,75,10,10,5,1
CALCITE-3227,Bug,Major,870,2,81.61472222222223,,49,0,0,2,1
CALCITE-3226,Bug,Major,1808,10,144.39305555555555,,43,0,0,2,1
CALCITE-3225,Bug,Critical,91,3,28.031944444444445,,118,1,1,3,1
CALCITE-3224,Bug,Critical,2920,23,7930.275,7929.7234525,1818,1314,1314,11,1
CALCITE-3223,Bug,Major,1179,2,502.1877777777778,,29,8,8,2,1
CALCITE-3222,Task,Major,0,2,79.21666666666667,,39,23,23,1,1
CALCITE-3221,Improvement,Minor,601,25,13433.239722222223,619.0344452777778,1311,2,2,10,1
CALCITE-3220,Bug,Minor,557,7,549.8130555555556,,68,2,2,2,1
CALCITE-3218,Bug,Major,1108,8,126.3313888888889,,58,2,2,5,1
CALCITE-3215,Bug,Major,488,6,174.05555555555554,,38,1,1,3,1
CALCITE-3214,Bug,Major,374,2,521.3919444444444,,44,4,4,3,2
CALCITE-3211,Bug,Major,1086,6,143.12277777777777,,12,1,1,2,1
CALCITE-3210,Bug,Major,1394,5,794.8258333333333,,105,0,0,2,1
CALCITE-3209,Bug,Major,413,4,23.302777777777777,,29,2,2,2,1
CALCITE-3207,Bug,Minor,1279,6,203.87194444444444,,132,115,115,5,2
CALCITE-3204,New Feature,Major,36,6,824.7783333333333,,209,63,63,6,1
CALCITE-3201,Improvement,Major,670,2,91.55777777777777,,152,25,25,7,1
CALCITE-3199,Bug,Major,209,2,2242.8508333333334,,115,13,13,4,1
CALCITE-3198,Improvement,Minor,1503,9,573.4355555555555,524.7906899999999,313,23,23,8,3
CALCITE-3196,Bug,Major,383,2,64.01472222222222,63.57893861111111,96,113,96,6,1
CALCITE-3195,Bug,Major,289,4,278.56638888888887,176.94617194444444,148,5,5,7,1
CALCITE-3192,Bug,Major,237,16,506.4216666666667,,41,4,4,3,1
CALCITE-3191,Bug,Major,208,3,555.5255555555556,,243,84,84,11,2
CALCITE-3189,Bug,Major,287,3,69.92111111111112,69.9063525,195,5,5,3,1
CALCITE-3188,Bug,Blocker,2570,5,39.153888888888886,,51,19,19,3,1
CALCITE-3187,Improvement,Major,382,19,174.0836111111111,,513,153,153,10,2
CALCITE-3184,Task,Minor,333,4,214.84416666666667,,352,10,10,11,1
CALCITE-3183,Bug,Major,627,12,163.7761111111111,,209,29,29,14,1
CALCITE-3182,Bug,Major,1106,3,259.125,,17,3,3,2,1
CALCITE-3179,Improvement,Major,0,7,14.147222222222222,,1,1,1,1,1
CALCITE-3177,Bug,Major,222,6,696.8169444444444,,105,24,24,3,1
CALCITE-3176,New Feature,Major,35,5,327.6025,15.684442777777777,644,105,105,17,1
CALCITE-3175,Bug,Major,317,3,687.7686111111111,,174,2,2,5,1
CALCITE-3174,Bug,Major,292,2,328.7030555555556,0.01597222222222222,55,1,1,3,1
CALCITE-3172,Bug,Minor,463,3,89.26083333333334,89.25970305555555,49,2,2,2,1
CALCITE-3171,Bug,Major,551,3,125.33027777777778,31.645845555555553,66,5,5,3,1
CALCITE-3170,Bug,Major,812,3,138.06055555555557,59.93715944444445,153,16,16,6,1
CALCITE-3169,Bug,Major,481,3,128.5361111111111,0.017936666666666667,1,1,1,1,1
CALCITE-3168,Sub-task,Major,0,2,2.540277777777778,1.8712108333333335,31,11,11,1,1
CALCITE-3167,Improvement,Minor,562,13,1192.0416666666667,,25,10,10,3,1
CALCITE-3166,Bug,Major,675,6,329.85277777777776,,141,8,8,2,1
CALCITE-3165,Bug,Minor,307,5,254.82055555555556,237.73777555555554,85,1,1,4,1
CALCITE-3160,Bug,Major,821,7,194.41916666666665,,14,1,1,2,1
CALCITE-3159,Improvement,Major,355,6,2075.2213888888887,,105,14,14,8,1
CALCITE-3156,Improvement,Major,254,6,0.5513888888888889,,54,32,32,5,1
CALCITE-3155,Bug,Minor,313,12,43.01833333333333,,84,6,6,2,1
CALCITE-3154,Bug,Major,351,3,4627.3025,,244,3,3,2,1
CALCITE-3153,Test,Trivial,109,2,766.8422222222222,,42,26,26,1,1
CALCITE-3152,Improvement,Major,1034,5,106.1025,106.08762888888889,34,24,24,4,1
CALCITE-3151,Bug,Major,371,6,80.64,,61,1,1,2,1
CALCITE-3150,Bug,Major,1726,8,8769.3775,8740.758392777778,1818,1314,1314,11,1
CALCITE-3149,Bug,Major,132,13,85.37861111111111,,15,11,11,1,1
CALCITE-3148,Bug,Major,0,2,22.551944444444445,,10,1,1,2,1
CALCITE-3147,Bug,Major,352,5,1736.8341666666668,,293,55,55,6,1
CALCITE-3146,Improvement,Major,363,4,133.13722222222222,,4,4,4,1,1
CALCITE-3145,Bug,Major,1513,9,502.83972222222224,,205,44,44,4,2
CALCITE-3144,Bug,Major,349,9,503.28333333333336,,361,3,3,8,1
CALCITE-3143,Bug,Critical,2480,6,8837.898611111112,8750.460363055556,1818,1314,1314,11,1
CALCITE-3142,Bug,Major,1754,10,8876.715555555556,8750.443347222223,1818,1314,1314,11,1
CALCITE-3141,Bug,Major,1096,10,3784.8630555555555,,301,273,273,19,1
CALCITE-3140,Bug,Major,971,7,3785.027777777778,,92,29,29,6,1
CALCITE-3138,Bug,Major,5139,8,1481.2413888888889,1353.324541111111,456,272,272,8,1
CALCITE-3136,Bug,Major,1305,2,780.225,780.2228591666667,82,4,4,3,1
CALCITE-3133,Task,Minor,152,2,309.17055555555555,1.4438644444444446,0,159,0,3,1
CALCITE-3131,Bug,Major,1830,2,1139.7205555555556,,130,25,25,3,1
CALCITE-3129,Task,Major,0,4,24479.376111111113,,139,51,51,4,2
CALCITE-3126,Bug,Major,264,2,439.26972222222224,,14,569,14,21,1
CALCITE-3125,Task,Minor,157,2,455.7061111111111,2.659322222222222,1,109,1,3,1
CALCITE-3123,Bug,Major,398,1,621.8030555555556,,265,47,47,6,3
CALCITE-3122,New Feature,Major,1020,60,1933.7122222222222,,7216,63,63,48,2
CALCITE-3121,Bug,Blocker,2570,14,632.1605555555556,622.5756555555555,95,2,2,3,1
CALCITE-3119,Task,Major,430,10,145.82694444444445,143.18222916666667,104,61,61,11,1
CALCITE-3118,Bug,Major,3129,22,1141.7197222222221,,102,3,3,3,1
CALCITE-3116,Task,Minor,0,4,9.14,9.135871944444446,1,18,1,5,1
CALCITE-3115,Bug,Major,1026,10,2115.369166666667,2115.3659358333334,53,10,10,3,1
CALCITE-3113,Bug,Major,1662,9,987.7580555555555,,37,5,5,2,1
CALCITE-3112,Improvement,Major,249,2,4028.8727777777776,4026.6972805555556,162,1,1,4,1
CALCITE-3111,Improvement,Minor,311,10,1865.8072222222222,,358,179,179,8,1
CALCITE-3109,Task,Minor,407,2,1219.6433333333334,575.7388455555556,105,74,74,13,1
CALCITE-3107,Improvement,Major,0,3,61.5175,,1,1,1,1,1
CALCITE-3106,Improvement,Major,0,3,61.52194444444444,,1,1,1,1,1
CALCITE-3102,Bug,Major,227,6,48.57138888888889,3.8375422222222224,262,245,245,38,2
CALCITE-3101,Bug,Major,2397,12,1663.2225,,77,20,20,3,1
CALCITE-3098,Bug,Major,25,3,50.17138888888889,,1,1,1,1,1
CALCITE-3097,Bug,Major,1020,5,22.381944444444443,,42,8,8,4,1
CALCITE-3096,Bug,Major,331,2,23.647777777777776,,52,2,2,2,1
CALCITE-3095,Improvement,Major,208,4,49.33222222222222,,367,249,249,8,1
CALCITE-3094,Bug,Critical,8826,16,47286.81,,314,0,0,5,1
CALCITE-3093,Improvement,Major,700,6,71.10222222222222,,48,38,38,2,1
CALCITE-3090,Task,Major,28,12,2.9294444444444445,,2,14,2,3,3
CALCITE-3089,Improvement,Major,217,8,2153.5027777777777,1979.6441013888889,126,192,126,14,1
CALCITE-3087,Bug,Major,2011,16,473.7813888888889,,132,18,18,8,2
CALCITE-3084,Improvement,Critical,184,7,53.98916666666667,,23,18,18,2,1
CALCITE-3082,Bug,Major,397,3,217.98194444444445,214.616685,6,1,1,2,1
CALCITE-3077,Bug,Major,1205,9,215.805,,67,8,8,4,1
CALCITE-3076,Bug,Major,1798,4,81.84944444444444,13.989823333333334,53,1,1,3,1
CALCITE-3074,Sub-task,Major,154,2,12.8225,,27,19,19,3,1
CALCITE-3072,Bug,Major,276,3,92.2075,,73,0,0,2,1
CALCITE-3068,Bug,Minor,194,3,113.11277777777778,,8,6,6,4,1
CALCITE-3067,Bug,Major,258,4,146.56472222222223,99.58015694444444,1,1,1,1,1
CALCITE-3066,Bug,Minor,481,2,41.05138888888889,41.047733611111106,10,2,2,2,1
CALCITE-3063,Bug,Major,544,4,1266.73,793.6561416666666,247,5,5,15,1
CALCITE-3062,Improvement,Major,376,10,140.90083333333334,,148,2,2,4,1
CALCITE-3061,Bug,Major,2714,5,65.09,64.84460472222221,46,66,46,3,1
CALCITE-3060,Bug,Major,1527,3,1205.8758333333333,,20,2,2,2,1
CALCITE-3056,Bug,Major,515,2,1.3166666666666667,,42,4,4,2,1
CALCITE-3055,Bug,Blocker,2548,14,489.8513888888889,,282,66,66,11,1
CALCITE-3054,Bug,Major,317,2,0.4147222222222222,,34,7,7,2,1
CALCITE-3053,Bug,Major,705,2,54.17722222222222,,278,122,122,7,1
CALCITE-3052,Bug,Major,1683,16,194.90416666666667,48.50615944444444,4,3,3,1,1
CALCITE-3050,Bug,Major,616,13,369.13305555555553,,365,28,28,10,1
CALCITE-3049,Bug,Major,447,3,44.54083333333333,,34,6,6,3,1
CALCITE-3048,Bug,Major,737,2,637.2238888888888,,94,26,26,2,1
CALCITE-3047,Bug,Major,415,2,637.3680555555555,,203,13,13,5,1
CALCITE-3046,Bug,Major,6174,5,153.94416666666666,,184,3,3,4,1
CALCITE-3045,Bug,Major,6135,3,18.752222222222223,,15,6,6,2,1
CALCITE-3039,Bug,Major,586,3,173.92888888888888,,16,1,1,2,1
CALCITE-3034,Bug,Major,302,2,362.3013888888889,,14,1,1,2,1
CALCITE-3031,Bug,Major,2149,12,2196.1633333333334,,302,55,55,9,3
CALCITE-3030,Bug,Major,1875,5,49.263888888888886,,46,2,2,2,1
CALCITE-3029,Bug,Major,173,13,46.11277777777778,,48,19,19,3,1
CALCITE-3028,Improvement,Major,184,3,427.2752777777778,,125,7,7,3,1
CALCITE-3023,Improvement,Major,4980,3,645.0330555555555,,174,125,125,16,1
CALCITE-3022,Bug,Major,36,2,839.9797222222222,,87,15,15,8,1
CALCITE-3021,Bug,Minor,1358,17,796.6533333333333,796.1602605555556,51,36,36,8,3
CALCITE-3017,Sub-task,Major,548,5,500.9402777777778,469.85546777777773,1800,1243,1243,41,2
CALCITE-3012,Bug,Major,948,2,314.8522222222222,119.12370777777778,23,0,0,2,1
CALCITE-3011,Improvement,Major,180,6,141.08777777777777,,623,1,1,3,1
CALCITE-3010,Sub-task,Major,769,7,123.525,,493,459,459,32,2
CALCITE-3009,Improvement,Major,438,10,172.95277777777778,,25,33,25,2,1
CALCITE-3007,Bug,Major,1567,4,67.23416666666667,,127,20,20,3,1
CALCITE-3006,Bug,Minor,143,11,44.855555555555554,,3,5,3,1,1
CALCITE-3005,New Feature,Major,568,22,1162.395,,197,95,95,13,2
CALCITE-3004,Bug,Major,2018,5,186.81666666666666,,112,18,18,4,1
CALCITE-3003,Improvement,Minor,2737,8,459.6986111111111,,112,1,1,4,1
CALCITE-3001,Task,Major,163,4,189.80055555555555,,70,59,59,5,1
CALCITE-2998,Improvement,Major,362,5,313.16333333333336,,165,12,12,2,1
CALCITE-2997,Bug,Major,1023,12,9947.229444444445,,213,44,44,10,1
CALCITE-2995,New Feature,Major,470,16,2087.363611111111,,434,166,166,14,1
CALCITE-2994,Bug,Major,449,6,91.51444444444445,,28,1,1,3,1
CALCITE-2993,Bug,Major,647,2,269.6436111111111,,67,24,24,11,2
CALCITE-2991,Improvement,Major,70,8,75.925,,35,0,0,2,1
CALCITE-2990,Bug,Trivial,0,2,2.4825,,1,1,1,1,1
CALCITE-2986,Bug,Major,457,17,283.0375,,162,12,12,7,1
CALCITE-2985,Sub-task,Major,1282,12,1075.1222222222223,,191,39,39,15,1
CALCITE-2982,Bug,Major,993,2,429.06194444444446,,11,4,4,2,1
CALCITE-2980,Bug,Major,2958,27,44021.76138888889,11114.026763333333,3722,416,416,17,2
CALCITE-2979,Improvement,Major,642,28,3377.5108333333333,24.41113361111111,900,0,0,9,1
CALCITE-2977,Bug,Major,181,7,226.89777777777778,,50,23,23,3,1
CALCITE-2976,Improvement,Major,910,3,68.04583333333333,67.8696275,70,92,70,2,1
CALCITE-2975,Sub-task,Major,767,3,1043.7241666666666,,197,5,5,14,1
CALCITE-2973,New Feature,Minor,348,47,3604.4197222222224,,705,22,22,8,1
CALCITE-2970,Bug,Major,182,91,9607.787222222221,,211,116,116,17,1
CALCITE-2969,Improvement,Major,492,25,1408.576388888889,1294.5231519444444,262,245,245,38,2
